Sentence;Degree of Truth;Degree of Support;Degree of Focus
For almost no records in low depression, context_stddev_duration_incoming is medium;1.0;0.06184486373165619;0.22851153039832284
For almost no records in medium depression, context_stddev_duration_incoming is medium;1.0;0.031446540880503145;0.11215932914046121
For almost no records in high depression, context_stddev_duration_incoming is medium;1.0;0.01781970649895178;0.10062893081761007
For almost no records in low depression, context_stddev_duration_incoming is high;1.0;0.05870020964360587;0.22851153039832284
For almost no records in medium depression, context_stddev_duration_incoming is high;1.0;0.018867924528301886;0.11215932914046121
For almost no records in high depression, context_stddev_duration_incoming is high;1.0;0.01781970649895178;0.10062893081761007
For almost no records in low depression, context_no_day_outgoing_calls is low;0.009968624647524278;0.10482180293501048;0.22851153039832284
For some records in low depression, context_no_day_outgoing_calls is low;0.6566980420191422;0.10482180293501048;0.22851153039832284
For some records in medium depression, context_no_day_outgoing_calls is low;0.9101765316718552;0.04612159329140461;0.11215932914046121
For some records in high depression, context_no_day_outgoing_calls is low;0.8382936507936507;0.039832285115303984;0.10062893081761007
For almost no records in low depression, context_no_day_outgoing_calls is medium;0.14960509661238894;0.1111111111111111;0.22851153039832284
For some records in low depression, context_no_day_outgoing_calls is medium;0.5170615700542776;0.1111111111111111;0.22851153039832284
For almost no records in medium depression, context_no_day_outgoing_calls is medium;0.7307255574749755;0.03563941299790356;0.11215932914046121
For almost no records in high depression, context_no_day_outgoing_calls is medium;0.323302469135803;0.033542976939203356;0.10062893081761007
For some records in high depression, context_no_day_outgoing_calls is medium;0.34336419753086356;0.033542976939203356;0.10062893081761007
For almost no records in low depression, context_no_day_outgoing_calls is high;0.7376434744696603;0.08490566037735849;0.22851153039832284
For almost no records in medium depression, context_no_day_outgoing_calls is high;0.4110524827448818;0.03668763102725367;0.11215932914046121
For some records in medium depression, context_no_day_outgoing_calls is high;0.25561418392178475;0.03668763102725367;0.11215932914046121
For almost no records in high depression, context_no_day_outgoing_calls is high;0.4378415300546446;0.031446540880503145;0.10062893081761007
For some records in high depression, context_no_day_outgoing_calls is high;0.22882513661202192;0.031446540880503145;0.10062893081761007
For almost no records in low depression, context_avg_day_duration_outgoing is low;0.37374787069069276;0.09329140461215933;0.22851153039832284
For some records in low depression, context_avg_day_duration_outgoing is low;0.29291879597597376;0.09329140461215933;0.22851153039832284
For almost no records in medium depression, context_avg_day_duration_outgoing is low;0.366817083994685;0.03878406708595388;0.11215932914046121
For some records in medium depression, context_avg_day_duration_outgoing is low;0.2998495826719816;0.03878406708595388;0.11215932914046121
For almost no records in high depression, context_avg_day_duration_outgoing is low;0.4663422053981578;0.03668763102725367;0.10062893081761007
For some records in high depression, context_avg_day_duration_outgoing is low;0.20032446126850878;0.03668763102725367;0.10062893081761007
For almost no records in low depression, context_avg_day_duration_outgoing is medium;0.5618364926488233;0.1090146750524109;0.22851153039832284
For some records in low depression, context_avg_day_duration_outgoing is medium;0.10483017401784328;0.1090146750524109;0.22851153039832284
For almost no records in medium depression, context_avg_day_duration_outgoing is medium;0.9859515590875207;0.040880503144654086;0.11215932914046121
For almost no records in high depression, context_avg_day_duration_outgoing is medium;0.7944857900898572;0.039832285115303984;0.10062893081761007
For almost no records in low depression, context_avg_day_duration_outgoing is high;0.836806499154116;0.08176100628930817;0.22851153039832284
For almost no records in medium depression, context_avg_day_duration_outgoing is high;0.759409668795184;0.03668763102725367;0.11215932914046121
For almost no records in high depression, context_avg_day_duration_outgoing is high;1.0;0.02620545073375262;0.10062893081761007
For almost no records in low depression, context_stddev_duration_outgoing is low;0.6986109920220692;0.07966457023060797;0.22851153039832284
For almost no records in medium depression, context_stddev_duration_outgoing is low;0.6291522597892916;0.03459119496855346;0.11215932914046121
For some records in medium depression, context_stddev_duration_outgoing is low;0.03751440687737509;0.03459119496855346;0.11215932914046121
For almost no records in high depression, context_stddev_duration_outgoing is low;0.8621546631881516;0.02830188679245283;0.10062893081761007
For almost no records in low depression, context_stddev_duration_outgoing is medium;0.8506222653745793;0.09748427672955975;0.22851153039832284
For almost no records in medium depression, context_stddev_duration_outgoing is medium;1.0;0.033542976939203356;0.11215932914046121
For almost no records in high depression, context_stddev_duration_outgoing is medium;1.0;0.033542976939203356;0.10062893081761007
For almost no records in low depression, context_stddev_duration_outgoing is high;0.9359891498286751;0.07651991614255765;0.22851153039832284
For almost no records in medium depression, context_stddev_duration_outgoing is high;1.0;0.027253668763102725;0.11215932914046121
For almost no records in high depression, context_stddev_duration_outgoing is high;1.0;0.013626834381551363;0.10062893081761007
For some records in low depression, context_no_nottakencalls is low;1.0;0.11530398322851153;0.22851153039832284
For some records in medium depression, context_no_nottakencalls is low;1.0;0.05450733752620545;0.11215932914046121
For some records in high depression, context_no_nottakencalls is low;1.0;0.049266247379454925;0.10062893081761007
For some records in low depression, context_no_nottakencalls is medium;0.7912844036697244;0.13522012578616352;0.22851153039832284
For most records in low depression, context_no_nottakencalls is medium;0.20871559633027564;0.13522012578616352;0.22851153039832284
For some records in medium depression, context_no_nottakencalls is medium;1.0;0.05241090146750524;0.11215932914046121
For some records in high depression, context_no_nottakencalls is medium;1.0;0.05241090146750524;0.10062893081761007
For almost no records in low depression, context_no_nottakencalls is high;0.5099024319207806;0.07651991614255765;0.22851153039832284
For some records in low depression, context_no_nottakencalls is high;0.15676423474588602;0.07651991614255765;0.22851153039832284
For almost no records in medium depression, context_no_nottakencalls is high;0.6777926123720518;0.03039832285115304;0.11215932914046121
For almost no records in high depression, context_no_nottakencalls is high;0.6056034482758619;0.029350104821802937;0.10062893081761007
For some records in high depression, context_no_nottakencalls is high;0.06106321839080478;0.029350104821802937;0.10062893081761007
For some records in low depression, context_no_sms is low;1.0;0.1069182389937107;0.22851153039832284
For some records in medium depression, context_no_sms is low;0.9209501557632396;0.0440251572327044;0.11215932914046121
For some records in high depression, context_no_sms is low;1.0;0.05241090146750524;0.10062893081761007
For almost no records in low depression, context_no_sms is medium;0.44287403025886085;0.09014675052410902;0.22851153039832284
For some records in low depression, context_no_sms is medium;0.22379263640780575;0.09014675052410902;0.22851153039832284
For some records in medium depression, context_no_sms is medium;1.0;0.050314465408805034;0.11215932914046121
For some records in high depression, context_no_sms is medium;0.7870370370370368;0.0440251572327044;0.10062893081761007
For almost no records in low depression, context_no_sms is high;0.5454577827290135;0.08385744234800839;0.22851153039832284
For some records in low depression, context_no_sms is high;0.12120888393765311;0.08385744234800839;0.22851153039832284
For almost no records in medium depression, context_no_sms is high;0.6226308369002695;0.03563941299790356;0.11215932914046121
For some records in medium depression, context_no_sms is high;0.04403582976639711;0.03563941299790356;0.11215932914046121
For almost no records in high depression, context_no_sms is high;0.16044061302681956;0.03459119496855346;0.10062893081761007
For some records in high depression, context_no_sms is high;0.506226053639847;0.03459119496855346;0.10062893081761007
For almost no records in low depression, context_avg_len_sms is low;0.5954572695536839;0.08490566037735849;0.22851153039832284
For some records in low depression, context_avg_len_sms is low;0.07120939711298271;0.08490566037735849;0.22851153039832284
For almost no records in medium depression, context_avg_len_sms is low;0.7290506753061081;0.03249475890985325;0.11215932914046121
For almost no records in high depression, context_avg_len_sms is low;0.9876671336037492;0.02620545073375262;0.10062893081761007
For almost no records in low depression, context_avg_len_sms is medium;1.0;0.08280922431865828;0.22851153039832284
For almost no records in medium depression, context_avg_len_sms is medium;1.0;0.02830188679245283;0.11215932914046121
For almost no records in high depression, context_avg_len_sms is medium;1.0;0.03249475890985325;0.10062893081761007
For almost no records in low depression, context_avg_len_sms is high;0.8990861002981759;0.06918238993710692;0.22851153039832284
For almost no records in medium depression, context_avg_len_sms is high;1.0;0.03039832285115304;0.11215932914046121
For almost no records in high depression, context_avg_len_sms is high;1.0;0.018867924528301886;0.10062893081761007
For almost no records in low depression, context_no_calls is low;0.05353998702622729;0.10482180293501048;0.22851153039832284
For some records in low depression, context_no_calls is low;0.6131266796404391;0.10482180293501048;0.22851153039832284
For some records in medium depression, context_no_calls is low;0.9642216558104343;0.049266247379454925;0.11215932914046121
For some records in high depression, context_no_calls is low;0.830853174603174;0.03878406708595388;0.10062893081761007
For almost no records in low depression, context_no_calls is medium;0.048123136647211254;0.11949685534591195;0.22851153039832284
For some records in low depression, context_no_calls is medium;0.6185435300194552;0.11949685534591195;0.22851153039832284
For almost no records in medium depression, context_no_calls is medium;0.47331976963646116;0.041928721174004195;0.11215932914046121
For some records in medium depression, context_no_calls is medium;0.19334689703020544;0.041928721174004195;0.11215932914046121
For almost no records in high depression, context_no_calls is medium;0.3309283309283322;0.03459119496855346;0.10062893081761007
For some records in high depression, context_no_calls is medium;0.33573833573833434;0.03459119496855346;0.10062893081761007
For almost no records in low depression, context_no_calls is high;0.777823571390995;0.08385744234800839;0.22851153039832284
For almost no records in medium depression, context_no_calls is high;0.6374105013184;0.03563941299790356;0.11215932914046121
For some records in medium depression, context_no_calls is high;0.029256165348266652;0.03563941299790356;0.11215932914046121
For almost no records in high depression, context_no_calls is high;0.5444172033567523;0.03249475890985325;0.10062893081761007
For some records in high depression, context_no_calls is high;0.12224946330991432;0.03249475890985325;0.10062893081761007
For almost no records in low depression, context_prc_nottakencalls is low;1.0;0.06184486373165619;0.22851153039832284
For almost no records in medium depression, context_prc_nottakencalls is low;0.9979293010752565;0.029350104821802937;0.11215932914046121
For almost no records in high depression, context_prc_nottakencalls is low;1.0;0.02410901467505241;0.10062893081761007
For almost no records in low depression, context_prc_nottakencalls is medium;1.0;0.07127882599580712;0.22851153039832284
For almost no records in medium depression, context_prc_nottakencalls is medium;1.0;0.023060796645702306;0.11215932914046121
For almost no records in high depression, context_prc_nottakencalls is medium;1.0;0.02410901467505241;0.10062893081761007
For almost no records in low depression, context_prc_nottakencalls is high;1.0;0.06289308176100629;0.22851153039832284
For almost no records in medium depression, context_prc_nottakencalls is high;1.0;0.023060796645702306;0.11215932914046121
For almost no records in high depression, context_prc_nottakencalls is high;1.0;0.019916142557651992;0.10062893081761007
For almost no records in low depression, context_prc_out_calls is low;0.45851782476936936;0.10062893081761007;0.22851153039832284
For some records in low depression, context_prc_out_calls is low;0.20814884189729727;0.10062893081761007;0.22851153039832284
For almost no records in medium depression, context_prc_out_calls is low;0.5619365646276665;0.04507337526205451;0.11215932914046121
For some records in medium depression, context_prc_out_calls is low;0.10473010203900011;0.04507337526205451;0.11215932914046121
For almost no records in high depression, context_prc_out_calls is low;0.7390357308407913;0.03878406708595388;0.10062893081761007
For almost no records in low depression, context_prc_out_calls is medium;0.4167375112988363;0.10272536687631027;0.22851153039832284
For some records in low depression, context_prc_out_calls is medium;0.24992915536783025;0.10272536687631027;0.22851153039832284
For almost no records in medium depression, context_prc_out_calls is medium;0.6253315746810115;0.050314465408805034;0.11215932914046121
For some records in medium depression, context_prc_out_calls is medium;0.04133509198565513;0.050314465408805034;0.11215932914046121
For almost no records in high depression, context_prc_out_calls is medium;0.909780986526201;0.03773584905660377;0.10062893081761007
For almost no records in low depression, context_prc_out_calls is high;0.7741777045251099;0.07966457023060797;0.22851153039832284
For almost no records in medium depression, context_prc_out_calls is high;1.0;0.03773584905660377;0.11215932914046121
For almost no records in high depression, context_prc_out_calls is high;0.8234598196755594;0.03039832285115304;0.10062893081761007
For almost no records in low depression, context_avg_duration_calls is low;0.2386023001525273;0.10377358490566038;0.22851153039832284
For some records in low depression, context_avg_duration_calls is low;0.4280643665141392;0.10377358490566038;0.22851153039832284
For almost no records in medium depression, context_avg_duration_calls is low;0.05731962667859508;0.04716981132075472;0.11215932914046121
For some records in medium depression, context_avg_duration_calls is low;0.6093470399880714;0.04716981132075472;0.11215932914046121
For almost no records in high depression, context_avg_duration_calls is low;0.25264485059301905;0.039832285115303984;0.10062893081761007
For some records in high depression, context_avg_duration_calls is low;0.41402181607364746;0.039832285115303984;0.10062893081761007
For almost no records in low depression, context_avg_duration_calls is medium;0.32000490729978026;0.11740041928721175;0.22851153039832284
For some records in low depression, context_avg_duration_calls is medium;0.3466617593668863;0.11740041928721175;0.22851153039832284
For almost no records in medium depression, context_avg_duration_calls is medium;0.5120057006107565;0.049266247379454925;0.11215932914046121
For some records in medium depression, context_avg_duration_calls is medium;0.15466096605591023;0.049266247379454925;0.11215932914046121
For almost no records in high depression, context_avg_duration_calls is medium;0.5890305662271327;0.0440251572327044;0.10062893081761007
For some records in high depression, context_avg_duration_calls is medium;0.0776361004395339;0.0440251572327044;0.10062893081761007
For almost no records in low depression, context_avg_duration_calls is high;0.665651854827637;0.0880503144654088;0.22851153039832284
For some records in low depression, context_avg_duration_calls is high;0.0010148118390296277;0.0880503144654088;0.22851153039832284
For almost no records in medium depression, context_avg_duration_calls is high;0.7296842003355334;0.03878406708595388;0.11215932914046121
For almost no records in high depression, context_avg_duration_calls is high;0.7564998991115083;0.03668763102725367;0.10062893081761007
For almost no records in low depression, self_avg_sleep_time is low;1.0;0.023060796645702306;0.22851153039832284
For almost no records in medium depression, self_avg_sleep_time is low;1.0;0.006289308176100629;0.11215932914046121
For almost no records in high depression, self_avg_sleep_time is low;1.0;0.007337526205450734;0.10062893081761007
For almost no records in low depression, self_avg_sleep_time is medium;1.0;0.018867924528301886;0.22851153039832284
For almost no records in medium depression, self_avg_sleep_time is medium;1.0;0.012578616352201259;0.11215932914046121
For almost no records in high depression, self_avg_sleep_time is medium;1.0;0.012578616352201259;0.10062893081761007
For almost no records in low depression, self_avg_sleep_time is high;1.0;0.013626834381551363;0.22851153039832284
For almost no records in medium depression, self_avg_sleep_time is high;1.0;0.008385744234800839;0.11215932914046121
For almost no records in high depression, self_avg_sleep_time is high;1.0;0.0041928721174004195;0.10062893081761007
For almost no records in low depression, self_avg_comment_len_sleep is low;1.0;0.0;0.22851153039832284
For almost no records in medium depression, self_avg_comment_len_sleep is low;1.0;0.0020964360587002098;0.11215932914046121
For almost no records in high depression, self_avg_comment_len_sleep is low;1.0;0.0;0.10062893081761007
For almost no records in low depression, self_avg_comment_len_sleep is medium;1.0;0.0;0.22851153039832284
For almost no records in medium depression, self_avg_comment_len_sleep is medium;1.0;0.0020964360587002098;0.11215932914046121
For almost no records in high depression, self_avg_comment_len_sleep is medium;1.0;0.0;0.10062893081761007
For almost no records in low depression, self_avg_comment_len_sleep is high;1.0;0.0;0.22851153039832284
For almost no records in medium depression, self_avg_comment_len_sleep is high;1.0;0.0020964360587002098;0.11215932914046121
For almost no records in high depression, self_avg_comment_len_sleep is high;1.0;0.0;0.10062893081761007
For almost no records in low depression, self_avg_feeling is low;1.0;0.02620545073375262;0.22851153039832284
For almost no records in medium depression, self_avg_feeling is low;1.0;0.015723270440251572;0.11215932914046121
For almost no records in high depression, self_avg_feeling is low;1.0;0.01781970649895178;0.10062893081761007
For almost no records in low depression, self_avg_feeling is medium;1.0;0.029350104821802937;0.22851153039832284
For almost no records in medium depression, self_avg_feeling is medium;1.0;0.018867924528301886;0.11215932914046121
For almost no records in high depression, self_avg_feeling is medium;1.0;0.0010482180293501049;0.10062893081761007
For almost no records in low depression, self_avg_feeling is high;1.0;0.010482180293501049;0.22851153039832284
For almost no records in medium depression, self_avg_feeling is high;1.0;0.0010482180293501049;0.11215932914046121
For almost no records in high depression, self_avg_feeling is high;1.0;0.0;0.10062893081761007
For almost no records in low depression, self_avg_comment_len_mood is low;1.0;0.0;0.22851153039832284
For almost no records in medium depression, self_avg_comment_len_mood is low;1.0;0.0;0.11215932914046121
For almost no records in high depression, self_avg_comment_len_mood is low;1.0;0.0;0.10062893081761007
For almost no records in low depression, self_avg_comment_len_mood is medium;1.0;0.0;0.22851153039832284
For almost no records in medium depression, self_avg_comment_len_mood is medium;1.0;0.0010482180293501049;0.11215932914046121
For almost no records in high depression, self_avg_comment_len_mood is medium;1.0;0.0;0.10062893081761007
For almost no records in low depression, self_avg_comment_len_mood is high;1.0;0.0;0.22851153039832284
For almost no records in medium depression, self_avg_comment_len_mood is high;1.0;0.0;0.11215932914046121
For almost no records in high depression, self_avg_comment_len_mood is high;1.0;0.0;0.10062893081761007
For almost no records in low depression, self_ismixed is low;1.0;0.0;0.22851153039832284
For almost no records in medium depression, self_ismixed is low;1.0;0.0;0.11215932914046121
For almost no records in high depression, self_ismixed is low;1.0;0.0;0.10062893081761007
For almost no records in low depression, self_ismixed is medium;1.0;0.0;0.22851153039832284
For almost no records in medium depression, self_ismixed is medium;1.0;0.0;0.11215932914046121
For almost no records in high depression, self_ismixed is medium;1.0;0.0;0.10062893081761007
For almost no records in low depression, self_ismixed is high;1.0;0.0;0.22851153039832284
For almost no records in medium depression, self_ismixed is high;1.0;0.0;0.11215932914046121
For almost no records in high depression, self_ismixed is high;1.0;0.0;0.10062893081761007
For almost no records in low depression, context_stddev_duration_calls is low;0.38519864627099154;0.09224318658280922;0.22851153039832284
For some records in low depression, context_stddev_duration_calls is low;0.28146802039567503;0.09224318658280922;0.22851153039832284
For almost no records in medium depression, context_stddev_duration_calls is low;0.4098167619711199;0.041928721174004195;0.11215932914046121
For some records in medium depression, context_stddev_duration_calls is low;0.2568499046955467;0.041928721174004195;0.11215932914046121
For almost no records in high depression, context_stddev_duration_calls is low;0.8449224590581628;0.029350104821802937;0.10062893081761007
For almost no records in low depression, context_stddev_duration_calls is medium;0.5918153926815848;0.1069182389937107;0.22851153039832284
For some records in low depression, context_stddev_duration_calls is medium;0.07485127398508187;0.1069182389937107;0.22851153039832284
For almost no records in medium depression, context_stddev_duration_calls is medium;0.8526365500173221;0.0440251572327044;0.11215932914046121
For almost no records in high depression, context_stddev_duration_calls is medium;0.9886894734548254;0.03668763102725367;0.10062893081761007
For almost no records in low depression, context_stddev_duration_calls is high;0.8676519034190846;0.08071278825995808;0.22851153039832284
For almost no records in medium depression, context_stddev_duration_calls is high;0.87751518784252;0.03459119496855346;0.11215932914046121
For almost no records in high depression, context_stddev_duration_calls is high;1.0;0.027253668763102725;0.10062893081761007
For almost no records in low depression, context_no_all_calls is low;0.07411247132041407;0.09958071278825996;0.22851153039832284
For some records in low depression, context_no_all_calls is low;0.5925541953462523;0.09958071278825996;0.22851153039832284
For some records in medium depression, context_no_all_calls is low;0.8073727933540988;0.04507337526205451;0.11215932914046121
For some records in high depression, context_no_all_calls is low;0.8325623178564352;0.040880503144654086;0.10062893081761007
For almost no records in low depression, context_no_all_calls is medium;0.2060474248409761;0.12159329140461216;0.22851153039832284
For some records in low depression, context_no_all_calls is medium;0.4606192418256904;0.12159329140461216;0.22851153039832284
For almost no records in medium depression, context_no_all_calls is medium;0.4740006171724144;0.0440251572327044;0.11215932914046121
For some records in medium depression, context_no_all_calls is medium;0.19266604949425223;0.0440251572327044;0.11215932914046121
For almost no records in high depression, context_no_all_calls is medium;0.7990390600684725;0.03459119496855346;0.10062893081761007
For almost no records in low depression, context_no_all_calls is high;0.7689180858467082;0.0880503144654088;0.22851153039832284
For almost no records in medium depression, context_no_all_calls is high;0.6607228647347568;0.03563941299790356;0.11215932914046121
For some records in medium depression, context_no_all_calls is high;0.005943801931909871;0.03563941299790356;0.11215932914046121
For almost no records in high depression, context_no_all_calls is high;0.5976433851263077;0.033542976939203356;0.10062893081761007
For some records in high depression, context_no_all_calls is high;0.06902328154035908;0.033542976939203356;0.10062893081761007
For almost no records in low mania, context_no_day_incoming_calls is low;0.7857142857142857;0.033542976939203356;0.11740041928721175
For almost no records in medium mania, context_no_day_incoming_calls is low;0.5611814345991563;0.0220125786163522;0.08280922431865828
For some records in medium mania, context_no_day_incoming_calls is low;0.10548523206751036;0.0220125786163522;0.08280922431865828
For some records in high mania, context_no_day_incoming_calls is low;1.0;0.005241090146750524;0.011530398322851153
For some records in low mania, context_no_day_incoming_calls is medium;0.7393267651889214;0.07023060796645703;0.11740041928721175
For most records in low mania, context_no_day_incoming_calls is medium;0.26067323481107857;0.07023060796645703;0.11740041928721175
For almost no records in medium mania, context_no_day_incoming_calls is medium;0.3257828114590393;0.025157232704402517;0.08280922431865828
For some records in medium mania, context_no_day_incoming_calls is medium;0.3408838552076272;0.025157232704402517;0.08280922431865828
For some records in high mania, context_no_day_incoming_calls is medium;0.858585858585858;0.005241090146750524;0.011530398322851153
For almost no records in low mania, context_no_day_incoming_calls is high;1.0;0.02830188679245283;0.11740041928721175
For almost no records in medium mania, context_no_day_incoming_calls is high;0.2540637753337483;0.03039832285115304;0.08280922431865828
For some records in medium mania, context_no_day_incoming_calls is high;0.4126028913329182;0.03039832285115304;0.08280922431865828
For almost no records in high mania, context_no_day_incoming_calls is high;1.0;0.0020964360587002098;0.011530398322851153
For almost no records in low mania, context_avg_day_duration_incoming is low;0.39427818558823985;0.050314465408805034;0.11740041928721175
For some records in low mania, context_avg_day_duration_incoming is low;0.2723884810784267;0.050314465408805034;0.11740041928721175
For almost no records in medium mania, context_avg_day_duration_incoming is low;0.6004712575198529;0.02620545073375262;0.08280922431865828
For some records in medium mania, context_avg_day_duration_incoming is low;0.06619540914681384;0.02620545073375262;0.08280922431865828
For some records in high mania, context_avg_day_duration_incoming is low;1.0;0.007337526205450734;0.011530398322851153
For almost no records in low mania, context_avg_day_duration_incoming is medium;0.6784480338163357;0.050314465408805034;0.11740041928721175
For almost no records in medium mania, context_avg_day_duration_incoming is medium;0.7453739429179046;0.02830188679245283;0.08280922431865828
For almost no records in high mania, context_avg_day_duration_incoming is medium;1.0;0.0031446540880503146;0.011530398322851153
For almost no records in low mania, context_avg_day_duration_incoming is high;0.9574597740979096;0.04612159329140461;0.11740041928721175
For almost no records in medium mania, context_avg_day_duration_incoming is high;0.7530224182786437;0.027253668763102725;0.08280922431865828
For almost no records in high mania, context_avg_day_duration_incoming is high;0.5151515151515152;0.0031446540880503146;0.011530398322851153
For some records in high mania, context_avg_day_duration_incoming is high;0.15151515151515138;0.0031446540880503146;0.011530398322851153
For almost no records in low mania, context_stddev_duration_incoming is low;0.9815214922376307;0.033542976939203356;0.11740041928721175
For almost no records in medium mania, context_stddev_duration_incoming is low;1.0;0.019916142557651992;0.08280922431865828
For almost no records in high mania, context_stddev_duration_incoming is low;1.0;0.0020964360587002098;0.011530398322851153
For almost no records in low mania, context_stddev_duration_incoming is medium;1.0;0.03878406708595388;0.11740041928721175
For almost no records in medium mania, context_stddev_duration_incoming is medium;1.0;0.016771488469601678;0.08280922431865828
For almost no records in high mania, context_stddev_duration_incoming is medium;1.0;0.0031446540880503146;0.011530398322851153
For almost no records in low mania, context_stddev_duration_incoming is high;1.0;0.02830188679245283;0.11740041928721175
For almost no records in medium mania, context_stddev_duration_incoming is high;1.0;0.01781970649895178;0.08280922431865828
For almost no records in high mania, context_stddev_duration_incoming is high;0.6305016019098691;0.0041928721174004195;0.011530398322851153
For some records in high mania, context_stddev_duration_incoming is high;0.03616506475679755;0.0041928721174004195;0.011530398322851153
For some records in low mania, context_no_day_outgoing_calls is low;1.0;0.059748427672955975;0.11740041928721175
For almost no records in medium mania, context_no_day_outgoing_calls is low;0.7721518987341784;0.020964360587002098;0.08280922431865828
For almost no records in high mania, context_no_day_outgoing_calls is low;0.23966942148760317;0.0041928721174004195;0.011530398322851153
For some records in high mania, context_no_day_outgoing_calls is low;0.4269972451790634;0.0041928721174004195;0.011530398322851153
For almost no records in low mania, context_no_day_outgoing_calls is medium;0.5735601049108031;0.05555555555555555;0.11740041928721175
For some records in low mania, context_no_day_outgoing_calls is medium;0.0931065617558635;0.05555555555555555;0.11740041928721175
For almost no records in medium mania, context_no_day_outgoing_calls is medium;0.502913401647579;0.027253668763102725;0.08280922431865828
For some records in medium mania, context_no_day_outgoing_calls is medium;0.16375326501908757;0.027253668763102725;0.08280922431865828
For some records in high mania, context_no_day_outgoing_calls is medium;0.8958001063264215;0.008385744234800839;0.011530398322851153
For almost no records in low mania, context_no_day_outgoing_calls is high;0.6010411216718986;0.0429769392033543;0.11740041928721175
For some records in low mania, context_no_day_outgoing_calls is high;0.0656255449947681;0.0429769392033543;0.11740041928721175
For almost no records in medium mania, context_no_day_outgoing_calls is high;0.2884123697816163;0.03459119496855346;0.08280922431865828
For some records in medium mania, context_no_day_outgoing_calls is high;0.37825429688505025;0.03459119496855346;0.08280922431865828
For almost no records in high mania, context_no_day_outgoing_calls is high;1.0;0.005241090146750524;0.011530398322851153
For almost no records in low mania, context_avg_day_duration_outgoing is low;0.4045671125095067;0.04507337526205451;0.11740041928721175
For some records in low mania, context_avg_day_duration_outgoing is low;0.26209955415715985;0.04507337526205451;0.11740041928721175
For almost no records in medium mania, context_avg_day_duration_outgoing is low;0.3461297108383696;0.033542976939203356;0.08280922431865828
For some records in medium mania, context_avg_day_duration_outgoing is low;0.32053695582829694;0.033542976939203356;0.08280922431865828
For almost no records in high mania, context_avg_day_duration_outgoing is low;1.0;0.0010482180293501049;0.011530398322851153
For almost no records in low mania, context_avg_day_duration_outgoing is medium;0.7394942640257571;0.049266247379454925;0.11740041928721175
For almost no records in medium mania, context_avg_day_duration_outgoing is medium;0.28734708435512296;0.03773584905660377;0.08280922431865828
For some records in medium mania, context_avg_day_duration_outgoing is medium;0.37931958231154356;0.03773584905660377;0.08280922431865828
For almost no records in high mania, context_avg_day_duration_outgoing is medium;1.0;0.0031446540880503146;0.011530398322851153
